COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH04M001,AH04M002,AH04M003,AH04M004,AH04M005,AH04M006,AH04M007,AH04M008,AH04M009,AH04M010,AH04M011,AH04M012,AH04M013,AH04M014,AH04M015,AH04M016,AH04M017,AH04M018,AH04M019,AH04M020,AH04M021,AH04M022,AH04M023,AH04M024,AH04M025,STATEA,COUNTYA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92897,868,0,38,41,2,46,108,132,268,365,886,1082,1752,1527,1428,24456,3325,6169,10923,8653,16997,9804,2239,1788,143,233,29,41,41,3,53,69,64,140,174,189,266,252,236,251,806,384,490,619,588,686,585,265,229,25,003
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387417,8172,57,150,194,642,1413,6166,1503,3167,2479,8160,7131,8716,6759,6018,99355,16234,23299,46577,35387,66555,30140,5229,3914,99,655,45,66,106,210,256,664,256,478,334,634,690,554,615,590,2169,779,1016,1550,1317,1772,1146,542,456,25,005
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12727,51,0,0,0,0,0,0,0,47,0,24,148,78,43,45,2626,173,542,2146,912,3591,1457,581,263,213,47,19,19,19,19,19,19,19,63,19,37,93,62,40,40,490,120,215,451,336,520,276,196,135,25,007
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534288,8310,86,72,549,946,1924,1913,2376,4869,2579,6457,6163,6137,6826,7509,121152,14421,26703,63514,44397,124302,62203,12595,8285,117,668,80,57,176,246,334,356,415,606,437,501,550,555,618,620,2297,714,1256,1957,1311,2279,1641,912,586,25,009
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52862,350,6,3,0,20,16,18,10,82,87,386,661,914,638,614,12652,2092,3252,5956,5675,9936,7242,942,1310,115,121,11,11,29,23,19,20,24,54,75,102,143,200,148,143,481,265,241,397,371,454,459,146,192,25,011
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314809,5390,31,169,195,519,1217,1630,1010,2418,2087,4608,6452,7156,7229,5891,81063,14023,20164,39559,30706,49416,26334,4715,2827,85,615,28,107,104,205,267,277,248,391,336,486,567,643,663,580,1884,929,1019,1486,1231,1257,1228,415,344,25,013
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99070,561,0,32,13,18,81,56,94,208,151,641,376,1072,1010,1180,21328,2903,4502,10388,9310,22348,15018,2829,4951,327,185,29,29,21,29,70,64,56,116,78,183,132,213,206,250,1081,365,425,680,597,929,731,279,454,25,015
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106543,13321,197,205,513,959,1728,3001,3148,4489,2743,8992,7640,9167,9538,13510,200002,22203,43968,95893,66627,297546,204834,42622,53697,103,956,102,102,183,266,430,463,557,577,378,1026,659,632,816,926,3132,1192,1535,2332,1689,3629,3135,1431,1593,25,017
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7931,50,0,0,0,0,0,0,0,21,0,22,23,86,125,137,1597,172,438,1175,507,1960,1260,253,105,207,50,19,19,19,19,19,19,19,30,19,29,29,54,117,74,292,111,98,254,126,229,194,71,35,25,019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485216,5242,67,79,128,185,391,669,1000,1553,940,2791,2739,4164,3494,6307,87404,9860,20319,47176,35935,138379,78298,21682,16414,104,600,50,61,86,129,185,235,245,304,236,390,463,543,480,577,1852,761,972,1483,1332,2243,1828,1131,889,25,021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352035,3330,93,33,27,249,236,767,553,1280,752,2574,2618,4324,4195,4718,90179,9330,20614,45924,34688,79833,34495,7411,3812,198,374,78,30,26,155,93,212,185,277,247,413,385,440,521,502,2064,736,1142,1554,1338,1814,1269,603,481,25,023
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536354,13139,179,198,605,1693,2991,2761,4770,6761,4070,7597,8096,8322,8699,9588,108543,16056,16651,56097,25553,130501,67684,21003,14797,97,879,146,106,222,371,466,426,557,682,532,694,686,743,671,785,2800,1147,950,1697,1215,2526,1818,991,767,25,025
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559286,6271,123,51,117,396,702,1020,1071,2886,1604,5698,5860,10214,9477,8999,140942,19270,30992,66074,49902,120813,57087,10233,9484,100,549,68,31,93,150,251,248,237,424,335,547,562,784,756,667,2757,926,1209,1645,1551,2234,1543,674,726,25,027
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8510,111,0,5,0,0,4,3,5,7,26,120,107,184,271,142,2836,490,698,1464,746,847,310,97,37,30,37,16,5,16,16,6,4,5,5,18,40,34,40,62,27,146,78,66,98,82,84,44,35,15,26,001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7131,87,0,0,0,2,0,0,0,53,21,93,104,146,185,74,2280,835,435,968,582,868,325,22,51,53,87,14,14,14,7,14,14,14,54,20,35,49,67,70,30,185,127,87,122,118,98,69,13,22,26,003
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76740,691,4,21,0,40,39,51,30,220,136,1417,882,1361,1375,881,25357,3800,5854,10747,6742,11470,4401,694,527,179,157,7,32,23,29,25,33,28,93,73,292,201,219,243,155,919,364,431,572,451,624,413,154,117,26,005
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21105,146,0,3,4,38,16,0,24,37,18,259,174,337,410,423,6158,999,1681,3926,2801,2347,975,245,84,63,63,18,4,6,36,15,18,31,45,16,77,70,100,91,88,346,134,164,296,236,257,160,66,38,26,007
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17252,244,8,0,5,0,15,18,0,35,30,101,206,327,396,165,5133,580,1293,2528,1523,2830,1405,247,163,58,111,17,18,7,18,22,18,18,38,26,38,100,63,84,43,291,96,133,192,176,200,106,57,47,26,009
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11391,186,6,0,0,1,2,3,2,24,16,177,184,332,375,203,4356,531,867,1696,1107,846,414,40,23,33,51,9,16,16,3,3,5,3,13,11,46,34,67,60,37,144,65,84,114,102,93,46,16,14,26,011
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6246,39,0,0,0,0,0,0,7,8,35,131,104,161,218,153,1823,873,367,899,462,613,255,59,39,75,19,14,14,14,14,14,14,14,9,28,76,79,70,91,74,173,182,66,129,85,94,71,35,18,26,013
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41495,199,0,0,0,16,4,0,5,72,97,459,323,864,821,464,13729,1844,3531,6429,4543,5549,1932,408,206,85,98,23,23,23,25,7,23,9,69,97,128,105,175,194,129,651,288,370,459,458,412,246,117,98,26,015
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74771,748,54,7,30,12,40,30,92,164,136,893,743,1838,1859,1056,22989,3075,6541,11774,8484,9685,3539,622,360,117,156,54,9,30,18,41,30,82,97,64,178,170,351,327,166,831,382,501,598,557,529,327,160,124,26,017
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13010,101,0,3,0,0,6,6,4,38,14,145,134,158,233,132,3721,462,862,1961,1304,2224,1124,232,146,54,46,16,5,16,16,8,9,6,43,11,60,42,51,65,39,195,113,100,206,186,203,120,44,76,26,019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107173,1175,14,6,13,51,96,51,151,565,204,1058,1431,2370,2319,1717,26967,4662,8680,15922,11090,16928,8769,1841,1093,78,218,18,8,19,48,59,33,87,151,59,170,242,300,258,262,880,392,461,671,527,688,552,272,159,26,021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30031,338,2,0,0,31,17,38,37,90,95,586,277,639,708,482,10194,2142,2949,4550,2648,2927,992,175,114,111,103,3,21,21,32,12,39,24,54,50,126,67,117,112,97,390,193,236,284,201,244,124,51,36,26,023
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90848,694,2,35,16,32,35,42,88,306,129,1041,1259,1672,1648,1136,27679,5132,7972,14771,8097,12698,4973,790,601,87,155,4,44,22,29,26,47,56,101,61,211,203,237,226,230,969,430,451,687,456,690,380,123,154,26,025
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36347,442,0,0,0,0,10,10,19,104,102,336,645,1046,983,671,10507,1990,4018,5446,3446,4402,1650,313,207,129,117,23,23,23,23,16,15,22,63,51,58,163,200,213,136,457,198,393,365,335,408,224,84,85,26,027
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19123,108,0,3,4,0,13,2,14,23,7,82,119,339,281,236,5056,744,1691,2707,1902,3346,1720,496,230,41,35,18,4,5,18,18,3,11,14,7,34,47,74,65,49,250,107,151,158,181,222,139,94,55,26,029
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19222,131,0,11,0,12,0,0,0,8,15,227,257,386,487,267,6909,676,1503,3010,1577,2385,1127,148,86,67,46,18,18,18,13,18,18,18,7,17,81,72,73,120,61,284,93,144,214,180,166,141,58,35,26,031
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26147,131,3,8,0,0,0,6,20,38,155,346,402,621,615,305,6922,2736,2140,4305,1981,3597,1303,221,292,219,55,7,7,21,21,21,6,20,30,73,84,122,128,136,89,361,360,204,275,195,301,145,72,76,26,033
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22312,303,0,0,0,0,5,7,20,67,35,727,372,704,807,367,7401,1272,2083,3639,1797,1707,863,88,48,49,88,21,21,21,21,9,15,28,41,22,137,108,116,158,70,337,131,175,285,201,187,174,39,28,26,035
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52473,266,0,29,0,12,22,6,20,24,34,331,380,789,579,551,13055,1322,4418,8411,5681,10524,3998,1259,762,104,85,23,21,23,16,21,8,27,18,21,109,117,163,146,110,529,217,228,502,345,517,377,214,160,26,037
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10296,65,0,0,0,0,20,7,0,6,12,112,176,275,326,200,3107,539,831,1754,1059,1215,409,128,55,53,36,16,16,16,16,19,10,16,9,16,46,60,70,86,55,222,113,129,168,155,193,101,65,26,26,039
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26442,240,3,1,7,9,0,34,3,19,49,242,93,351,366,283,8064,848,2284,4531,3533,3760,1218,357,147,47,87,4,3,12,15,21,40,4,18,47,69,53,102,99,92,350,176,217,331,311,272,164,106,83,26,041
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18634,78,0,0,0,0,0,2,8,5,25,103,103,202,395,230,6098,535,1246,3048,1813,3280,1024,302,137,80,42,18,18,18,18,18,3,13,5,22,79,55,105,110,74,422,116,234,340,216,313,192,114,84,26,043
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75426,418,18,24,14,0,69,65,34,97,103,595,574,1050,938,847,18946,2638,7380,13904,8013,12750,5297,1061,591,97,108,20,21,22,23,45,63,29,70,59,129,120,179,177,128,628,317,449,551,496,657,415,189,147,26,045
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23755,81,0,0,0,2,0,10,19,37,19,95,226,259,411,259,5357,562,1844,4337,2431,4826,2079,572,329,55,44,21,21,21,3,21,13,14,41,12,40,74,69,125,49,329,92,206,363,246,283,212,112,107,26,047
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278229,2460,13,40,9,54,116,102,170,394,670,2444,3520,6256,7036,4676,76534,11795,22765,52415,29949,35525,16447,3258,1581,101,332,14,31,15,42,55,52,70,140,188,346,386,472,557,454,1544,669,845,1350,1021,1122,829,390,244,26,049
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18735,189,13,5,0,7,15,0,19,13,37,596,209,564,593,399,6738,839,1545,2717,1697,1512,914,94,20,45,75,14,7,18,12,14,18,18,16,18,137,52,86,77,73,275,92,137,162,136,132,144,32,15,26,051
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11823,68,0,0,0,0,0,11,22,26,29,44,106,244,267,91,3704,890,892,2055,1201,1434,565,104,70,87,45,16,16,16,16,16,23,22,19,32,24,59,85,88,48,256,148,139,197,122,182,98,55,39,26,053
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65378,384,2,0,0,32,0,8,23,34,99,286,240,721,993,618,14139,1940,5666,10985,6827,13632,6271,1553,925,170,146,3,23,23,36,23,13,44,39,65,128,100,179,231,139,779,333,430,637,494,759,447,236,195,26,055
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28089,407,9,0,0,7,6,33,39,42,29,379,291,586,622,389,9337,2205,2395,4822,2355,2478,1302,152,204,138,107,12,21,21,10,10,32,26,28,21,74,74,114,93,80,355,199,215,304,195,236,204,54,65,26,057
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31231,290,4,5,3,3,19,3,29,98,63,633,493,888,713,577,10686,1449,2635,4703,2698,3320,1378,332,209,48,63,6,7,4,5,16,5,19,64,51,114,101,153,116,121,388,184,207,328,219,285,152,89,56,26,059
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21194,170,0,1,0,18,0,15,61,0,90,204,176,394,327,246,6174,809,1234,2603,1706,4172,1708,341,745,88,83,21,2,21,27,21,23,76,21,57,69,64,127,104,69,331,196,156,298,159,324,164,99,136,26,061
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23306,231,3,7,3,14,21,19,27,39,35,576,330,442,441,434,9195,667,1815,3133,2250,2414,910,257,43,32,57,4,6,4,18,14,15,20,25,20,99,71,80,108,63,277,96,166,219,151,176,104,62,17,26,063
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171795,1907,9,22,9,104,192,128,112,319,325,1156,1728,2629,2423,1938,30673,5811,12440,28354,15483,35536,18806,4762,6929,102,321,14,30,14,78,95,78,58,127,104,225,274,355,339,246,1089,484,711,1133,754,1013,828,458,570,26,065
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43193,464,23,0,26,32,4,62,0,78,40,412,587,1038,831,668,13576,3275,4359,6535,4198,4981,1676,192,136,192,118,32,23,41,42,5,42,23,54,33,131,141,197,170,135,542,286,317,428,358,400,246,70,62,26,067
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19446,136,2,10,2,0,0,3,0,3,19,259,319,646,647,315,6625,838,1622,3008,1759,1998,1020,121,94,68,55,4,15,3,18,18,5,18,5,21,78,94,139,148,68,263,127,147,232,173,222,128,40,45,26,069
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8805,61,0,2,0,0,5,0,0,7,7,52,111,192,166,106,3620,356,585,1155,749,1099,395,98,39,21,27,16,4,16,16,10,16,16,10,10,32,49,78,57,39,210,85,78,129,97,128,74,41,14,26,071
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37896,268,0,4,0,15,0,9,32,44,83,420,277,744,599,549,10278,1350,3204,5693,3173,6436,3325,407,986,146,76,23,7,23,20,23,10,29,25,41,98,91,145,130,114,393,163,312,313,229,371,261,96,148,26,073
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109293,843,12,16,17,9,24,99,9,151,118,1208,1667,2560,2441,1268,29570,6506,10660,17959,11083,15798,5519,1064,692,53,167,15,26,26,14,24,77,11,57,48,191,329,288,304,213,1023,431,563,767,622,834,450,189,157,26,075
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161274,956,2,0,18,110,88,119,122,274,173,849,1127,2039,2388,1776,31122,4909,12618,26658,15913,35464,17756,3247,3546,62,223,5,23,20,68,50,105,82,137,66,191,256,312,352,285,1072,399,749,1003,786,1092,961,351,388,26,077
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12481,157,1,13,0,0,5,0,9,26,32,145,185,362,440,298,4561,619,1031,1858,1178,969,450,76,66,33,85,2,13,16,16,6,16,10,19,18,49,57,66,82,63,215,119,122,182,137,128,69,31,37,26,079
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415501,5603,122,195,400,773,876,535,1020,3213,1188,3539,5009,6031,7378,6446,87787,13873,29361,60859,37136,94426,36709,8089,4933,52,640,91,106,198,251,224,161,237,511,268,486,523,476,662,549,1892,711,990,1701,1224,1895,1350,601,366,26,081
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1651,4,0,0,0,0,0,0,0,3,0,23,8,20,8,21,548,53,103,212,233,251,97,57,10,32,8,10,10,10,10,10,10,10,4,10,21,9,16,11,16,74,26,37,43,48,43,24,21,6,26,083
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8943,133,0,0,0,0,6,17,22,12,81,125,221,390,326,220,3065,680,832,1135,660,643,282,49,44,69,42,16,16,16,16,7,16,18,9,41,45,61,54,63,50,151,87,100,116,96,83,52,22,18,26,085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61608,622,6,1,19,4,22,11,15,299,100,497,862,1274,1129,878,19572,2996,5726,9816,6414,7313,3221,421,390,110,165,8,3,22,7,27,13,12,117,65,124,179,215,243,167,628,303,402,506,462,431,308,93,194,26,087
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16453,55,0,0,0,30,2,9,6,51,12,60,55,174,149,192,3473,332,926,2559,1660,3923,2171,408,206,52,37,18,18,18,31,3,13,8,44,14,24,32,70,57,65,214,75,123,246,206,269,191,77,61,26,089
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67861,670,0,7,0,24,60,78,67,180,237,526,907,1272,1271,941,21531,3522,6022,10776,5846,9067,3819,685,353,74,204,23,12,23,37,40,55,43,69,131,108,157,189,200,138,717,320,381,542,397,600,386,145,89,26,091
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129271,517,0,10,9,33,6,11,64,175,73,464,566,1179,1424,1412,29682,3497,11646,20656,12988,29548,12211,1950,1150,94,125,23,11,13,40,8,13,54,100,37,110,139,188,254,208,811,290,564,766,596,859,481,238,188,26,093
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4805,69,0,4,0,0,0,0,0,13,20,63,22,127,127,109,1352,592,550,687,345,495,191,34,5,70,34,14,6,14,14,14,14,14,13,26,34,17,48,40,45,149,94,79,97,82,82,54,23,6,26,095
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8305,52,0,0,0,6,15,5,0,19,18,128,140,198,253,85,2632,362,618,1512,678,992,457,88,47,108,28,16,16,16,9,15,5,16,15,11,44,50,40,60,29,154,67,81,142,96,103,114,29,20,26,097
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603335,9388,178,81,95,287,620,854,1316,2687,1313,6079,6925,11126,12990,10689,161747,18418,46877,101391,64131,95834,40771,6297,3241,143,755,89,48,56,123,167,241,231,468,285,550,614,722,789,662,2019,893,1340,1675,1616,2004,1461,578,359,26,099
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18164,184,3,5,0,6,3,3,8,44,45,140,174,465,334,301,5342,1197,1602,2582,1999,2342,1059,219,107,97,61,4,5,18,5,7,4,12,48,25,41,43,119,71,73,281,217,157,216,176,187,154,58,39,26,101
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44536,286,11,8,0,5,6,5,68,66,47,346,286,385,582,313,12106,1684,3122,7350,4154,9257,3122,774,553,132,84,16,14,23,13,9,8,51,48,36,100,82,106,131,85,515,281,242,430,390,481,276,145,118,26,103
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20668,190,0,0,31,3,19,15,0,74,17,188,165,303,410,258,6132,758,1935,3185,2397,2853,1314,238,183,74,65,18,18,26,6,29,12,18,91,16,57,66,87,97,77,256,124,178,236,209,244,161,62,67,26,105
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26634,340,0,4,0,5,0,21,11,54,61,294,250,610,692,403,8441,1073,2416,3458,2716,3540,1588,282,375,96,92,21,8,21,6,21,21,16,42,29,94,69,104,127,101,392,134,219,309,254,288,235,90,129,26,107
